,合约代码   ,昨结算    ,今开盘    ,最高价    ,最低价    ,今收盘    ,今结算    ,涨跌1     ,涨跌2     ,成交量(手),持仓量    ,增减量    ,成交额(万元),DELTA     ,隐含波动率,行权量,date
9069,CF407C15400,469.00    ,0.00      ,0.00      ,0.00      ,0.00      ,528.00    ,59.00     ,59.00     ,0         ,219       ,0         ,0.00        ,0.4092    ,17.64     ,0             ,2023-11-30
9070,CF407C15600,407.00    ,0.00      ,0.00      ,0.00      ,0.00      ,459.00    ,52.00     ,52.00     ,0         ,48        ,0         ,0.00        ,0.3708    ,17.66     ,0             ,2023-11-30
9071,CF407C15800,354.00    ,0.00      ,0.00      ,0.00      ,0.00      ,401.00    ,47.00     ,47.00     ,0         ,61        ,0         ,0.00        ,0.3353    ,17.69     ,0             ,2023-11-30
9072,CF407C16000,306.00    ,326.00    ,326.00    ,326.00    ,326.00    ,347.00    ,20.00     ,41.00     ,1         ,65        ,0         ,0.16        ,0.3009    ,17.75     ,0             ,2023-11-30
9073,CF407C16200,266.00    ,0.00      ,0.00      ,0.00      ,0.00      ,301.00    ,35.00     ,35.00     ,0         ,34        ,0         ,0.00        ,0.2700    ,17.82     ,0             ,2023-11-30
9074,CF407C16400,228.00    ,247.00    ,268.00    ,247.00    ,268.00    ,261.00    ,40.00     ,33.00     ,122       ,85        ,-60       ,16.06       ,0.2408    ,17.90     ,0             ,2023-11-30
9075,CF407C16600,199.00    ,222.00    ,223.00    ,222.00    ,223.00    ,225.00    ,24.00     ,26.00     ,4         ,63        ,4         ,0.44        ,0.2143    ,17.99     ,0             ,2023-11-30
9076,CF407C16800,170.00    ,187.00    ,192.00    ,186.00    ,191.00    ,196.00    ,21.00     ,26.00     ,17        ,65        ,6         ,1.62        ,0.1906    ,18.09     ,0             ,2023-11-30
9077,CF407C17000,149.00    ,161.00    ,165.00    ,161.00    ,165.00    ,168.00    ,16.00     ,19.00     ,15        ,99        ,4         ,1.23        ,0.1682    ,18.21     ,0             ,2023-11-30
9078,CF407C17200,128.00    ,134.00    ,142.00    ,134.00    ,142.00    ,147.00    ,14.00     ,19.00     ,13        ,97        ,0         ,0.91        ,0.1498    ,18.33     ,0             ,2023-11-30
9079,CF407C17400,111.00    ,116.00    ,122.00    ,116.00    ,122.00    ,126.00    ,11.00     ,15.00     ,15        ,97        ,9         ,0.90        ,0.1319    ,18.46     ,0             ,2023-11-30
9080,CF407C17600,97.00     ,105.00    ,106.00    ,104.00    ,104.00    ,110.00    ,7.00      ,13.00     ,11        ,97        ,5         ,0.58        ,0.1168    ,18.60     ,0             ,2023-11-30
9081,CF407C17800,83.00     ,91.00     ,92.00     ,91.00     ,91.00     ,96.00     ,8.00      ,13.00     ,8         ,88        ,2         ,0.37        ,0.1035    ,18.75     ,0             ,2023-11-30
9082,CF407C18000,73.00     ,79.00     ,80.00     ,79.00     ,80.00     ,82.00     ,7.00      ,9.00      ,6         ,82        ,1         ,0.24        ,0.0906    ,18.90     ,0             ,2023-11-30
9083,CF407C18200,64.00     ,69.00     ,70.00     ,69.00     ,70.00     ,72.00     ,6.00      ,8.00      ,8         ,69        ,0         ,0.28        ,0.0807    ,19.05     ,0             ,2023-11-30
9084,CF407C18400,55.00     ,60.00     ,61.00     ,60.00     ,61.00     ,63.00     ,6.00      ,8.00      ,5         ,64        ,0         ,0.15        ,0.0715    ,19.21     ,0             ,2023-11-30
9085,CF407C18600,48.00     ,53.00     ,53.00     ,53.00     ,53.00     ,54.00     ,5.00      ,6.00      ,9         ,58        ,0         ,0.24        ,0.0626    ,19.37     ,0             ,2023-11-30
9086,CF407C18800,43.00     ,47.00     ,47.00     ,47.00     ,47.00     ,48.00     ,4.00      ,5.00      ,12        ,73        ,0         ,0.28        ,0.0558    ,19.54     ,0             ,2023-11-30
9087,CF407C19000,37.00     ,42.00     ,42.00     ,41.00     ,41.00     ,43.00     ,4.00      ,6.00      ,12        ,211       ,0         ,0.25        ,0.0497    ,19.70     ,0             ,2023-11-30
9088,CF407C19200,32.00     ,37.00     ,37.00     ,37.00     ,37.00     ,37.00     ,5.00      ,5.00      ,2         ,215       ,2         ,0.04        ,0.0438    ,19.87     ,0             ,2023-11-30
9089,CF407C19400,29.00     ,32.00     ,33.00     ,31.00     ,31.00     ,32.00     ,2.00      ,3.00      ,58        ,486       ,3         ,0.94        ,0.0387    ,20.04     ,0             ,2023-11-30
9090,CF407P13200,190.00    ,190.00    ,194.00    ,190.00    ,194.00    ,200.00    ,4.00      ,10.00     ,6         ,11        ,6         ,0.58        ,-0.1721   ,18.64     ,0             ,2023-11-30
9091,CF407P13400,236.00    ,0.00      ,0.00      ,0.00      ,0.00      ,239.00    ,3.00      ,3.00      ,0         ,145       ,0         ,0.00        ,-0.1993   ,18.46     ,0             ,2023-11-30
9092,CF407P13600,285.00    ,0.00      ,0.00      ,0.00      ,0.00      ,286.00    ,1.00      ,1.00      ,0         ,123       ,0         ,0.00        ,-0.2300   ,18.29     ,0             ,2023-11-30
9093,CF407P13800,343.00    ,0.00      ,0.00      ,0.00      ,0.00      ,339.00    ,-4.00     ,-4.00     ,0         ,77        ,0         ,0.00        ,-0.2629   ,18.14     ,0             ,2023-11-30
9094,CF407P14000,406.00    ,0.00      ,0.00      ,0.00      ,0.00      ,399.00    ,-7.00     ,-7.00     ,0         ,84        ,0         ,0.00        ,-0.2984   ,18.01     ,0             ,2023-11-30
9095,CF407P14200,483.00    ,0.00      ,0.00      ,0.00      ,0.00      ,468.00    ,-15.00    ,-15.00    ,0         ,46        ,0         ,0.00        ,-0.3360   ,17.90     ,0             ,2023-11-30
9096,CF407P14400,565.00    ,540.00    ,566.00    ,512.00    ,512.00    ,545.00    ,-53.00    ,-20.00    ,27        ,23        ,-6        ,7.37        ,-0.3752   ,17.81     ,0             ,2023-11-30
9097,CF407P14600,660.00    ,0.00      ,0.00      ,0.00      ,0.00      ,632.00    ,-28.00    ,-28.00    ,0         ,65        ,0         ,0.00        ,-0.4157   ,17.73     ,0             ,2023-11-30
9098,CF407P14800,760.00    ,0.00      ,0.00      ,0.00      ,0.00      ,726.00    ,-34.00    ,-34.00    ,0         ,45        ,0         ,0.00        ,-0.4569   ,17.68     ,0             ,2023-11-30
9099,CF407P15000,872.00    ,0.00      ,0.00      ,0.00      ,0.00      ,832.00    ,-40.00    ,-40.00    ,0         ,71        ,0         ,0.00        ,-0.4980   ,17.65     ,0             ,2023-11-30
9100,CF407P15200,992.00    ,0.00      ,0.00      ,0.00      ,0.00      ,943.00    ,-49.00    ,-49.00    ,0         ,114       ,0         ,0.00        ,-0.5391   ,17.63     ,0             ,2023-11-30
9101,CF407P15400,"1,121.00  ","1,062.00  ","1,062.00  ","1,062.00  ","1,062.00  ","1,066.00  ",-59.00    ,-55.00    ,1         ,81        ,-1        ,0.53        ,-0.5785   ,17.64     ,0             ,2023-11-30
9102,CF407P15600,"1,257.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,194.00  ",-63.00    ,-63.00    ,0         ,91        ,0         ,0.00        ,-0.6174   ,17.66     ,0             ,2023-11-30
9103,CF407P15800,"1,401.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,334.00  ",-67.00    ,-67.00    ,0         ,73        ,0         ,0.00        ,-0.6534   ,17.69     ,0             ,2023-11-30
9104,CF407P16000,"1,551.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,478.00  ",-73.00    ,-73.00    ,0         ,84        ,0         ,0.00        ,-0.6884   ,17.75     ,0             ,2023-11-30
9105,CF407P16200,"1,708.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,630.00  ",-78.00    ,-78.00    ,0         ,36        ,0         ,0.00        ,-0.7201   ,17.82     ,0             ,2023-11-30
9106,CF407P16400,"1,869.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,787.00  ",-82.00    ,-82.00    ,0         ,37        ,0         ,0.00        ,-0.7502   ,17.90     ,0             ,2023-11-30
9107,CF407P16600,"2,038.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,951.00  ",-87.00    ,-87.00    ,0         ,16        ,0         ,0.00        ,-0.7776   ,17.99     ,0             ,2023-11-30
9108,CF407P16800,"2,207.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,119.00  ",-88.00    ,-88.00    ,0         ,12        ,0         ,0.00        ,-0.8023   ,18.09     ,0             ,2023-11-30
9109,CF407P17000,"2,385.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,290.00  ",-95.00    ,-95.00    ,0         ,23        ,0         ,0.00        ,-0.8260   ,18.21     ,0             ,2023-11-30
9110,CF407P17200,"2,563.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,467.00  ",-96.00    ,-96.00    ,0         ,12        ,0         ,0.00        ,-0.8455   ,18.33     ,0             ,2023-11-30
9111,CF407P17400,"2,745.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,646.00  ",-99.00    ,-99.00    ,0         ,12        ,0         ,0.00        ,-0.8648   ,18.46     ,0             ,2023-11-30
9112,CF407P17600,"2,930.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,828.00  ",-102.00   ,-102.00   ,0         ,2         ,0         ,0.00        ,-0.8812   ,18.60     ,0             ,2023-11-30
9113,CF407P17800,"3,116.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,014.00  ",-102.00   ,-102.00   ,0         ,1         ,0         ,0.00        ,-0.8959   ,18.75     ,0             ,2023-11-30
9114,CF407P18000,"3,305.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,200.00  ",-105.00   ,-105.00   ,0         ,3         ,0         ,0.00        ,-0.9104   ,18.90     ,0             ,2023-11-30
9115,CF407P18200,"3,496.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,389.00  ",-107.00   ,-107.00   ,0         ,20        ,0         ,0.00        ,-0.9217   ,19.05     ,0             ,2023-11-30
9116,CF407P18400,"3,687.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,580.00  ",-107.00   ,-107.00   ,0         ,12        ,0         ,0.00        ,-0.9325   ,19.21     ,0             ,2023-11-30
9117,CF407P18600,"3,881.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,772.00  ",-109.00   ,-109.00   ,0         ,6         ,0         ,0.00        ,-0.9431   ,19.37     ,0             ,2023-11-30
9118,CF407P18800,"4,076.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,966.00  ",-110.00   ,-110.00   ,0         ,3         ,0         ,0.00        ,-0.9515   ,19.54     ,0             ,2023-11-30
9119,CF407P19000,"4,271.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,160.00  ",-111.00   ,-111.00   ,0         ,0         ,0         ,0.00        ,-0.9591   ,19.70     ,0             ,2023-11-30
9120,CF407P19200,"4,467.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,356.00  ",-111.00   ,-111.00   ,0         ,3         ,0         ,0.00        ,-0.9670   ,19.87     ,0             ,2023-11-30
9121,CF407P19400,"4,665.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,552.00  ",-113.00   ,-113.00   ,0         ,3         ,0         ,0.00        ,-0.9736   ,20.04     ,0             ,2023-11-30
9122,CF409C13400,"1,743.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,833.00  ",90.00     ,90.00     ,0         ,0         ,0         ,0.00        ,0.7876    ,17.78     ,0             ,2023-11-30
9123,CF409C13600,"1,597.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,684.00  ",87.00     ,87.00     ,0         ,0         ,0         ,0.00        ,0.7585    ,17.69     ,0             ,2023-11-30
9124,CF409C13800,"1,463.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,542.00  ",79.00     ,79.00     ,0         ,0         ,0         ,0.00        ,0.7276    ,17.61     ,0             ,2023-11-30
9125,CF409C14000,"1,331.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,408.00  ",77.00     ,77.00     ,0         ,0         ,0         ,0.00        ,0.6948    ,17.54     ,0             ,2023-11-30
9126,CF409C14200,"1,211.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,279.00  ",68.00     ,68.00     ,0         ,0         ,0         ,0.00        ,0.6611    ,17.48     ,0             ,2023-11-30
9127,CF409C14400,"1,095.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,161.00  ",66.00     ,66.00     ,0         ,3         ,0         ,0.00        ,0.6258    ,17.43     ,0             ,2023-11-30
9128,CF409C14600,990.00    ,0.00      ,0.00      ,0.00      ,0.00      ,"1,047.00  ",57.00     ,57.00     ,0         ,3         ,0         ,0.00        ,0.5902    ,17.40     ,0             ,2023-11-30
9129,CF409C14800,890.00    ,0.00      ,0.00      ,0.00      ,0.00      ,945.00    ,55.00     ,55.00     ,0         ,8         ,0         ,0.00        ,0.5538    ,17.38     ,0             ,2023-11-30
9130,CF409C15000,800.00    ,0.00      ,0.00      ,0.00      ,0.00      ,845.00    ,45.00     ,45.00     ,0         ,1         ,0         ,0.00        ,0.5175    ,17.37     ,0             ,2023-11-30
9131,CF409C15200,716.00    ,0.00      ,0.00      ,0.00      ,0.00      ,760.00    ,44.00     ,44.00     ,0         ,7         ,0         ,0.00        ,0.4817    ,17.37     ,0             ,2023-11-30
9132,CF409C15400,638.00    ,0.00      ,0.00      ,0.00      ,0.00      ,676.00    ,38.00     ,38.00     ,0         ,9         ,0         ,0.00        ,0.4462    ,17.38     ,0             ,2023-11-30
9133,CF409C15600,570.00    ,0.00      ,0.00      ,0.00      ,0.00      ,605.00    ,35.00     ,35.00     ,0         ,9         ,0         ,0.00        ,0.4123    ,17.40     ,0             ,2023-11-30
9134,CF409C15800,503.00    ,0.00      ,0.00      ,0.00      ,0.00      ,537.00    ,34.00     ,34.00     ,0         ,6         ,0         ,0.00        ,0.3790    ,17.43     ,0             ,2023-11-30
9135,CF409C16000,449.00    ,0.00      ,0.00      ,0.00      ,0.00      ,477.00    ,28.00     ,28.00     ,0         ,74        ,0         ,0.00        ,0.3475    ,17.47     ,0             ,2023-11-30
9136,CF409C16200,396.00    ,0.00      ,0.00      ,0.00      ,0.00      ,424.00    ,28.00     ,28.00     ,0         ,18        ,0         ,0.00        ,0.3177    ,17.52     ,0             ,2023-11-30
9137,CF409C16400,350.00    ,368.00    ,368.00    ,368.00    ,368.00    ,373.00    ,18.00     ,23.00     ,3         ,9         ,3         ,0.55        ,0.2888    ,17.58     ,0             ,2023-11-30
9138,CF409C16600,310.00    ,324.00    ,325.00    ,324.00    ,325.00    ,332.00    ,15.00     ,22.00     ,6         ,107       ,6         ,0.97        ,0.2633    ,17.64     ,0             ,2023-11-30
9139,CF409C16800,270.00    ,285.00    ,285.00    ,285.00    ,285.00    ,292.00    ,15.00     ,22.00     ,3         ,20        ,3         ,0.43        ,0.2382    ,17.71     ,0             ,2023-11-30
9140,CF409C17000,240.00    ,251.00    ,251.00    ,251.00    ,251.00    ,258.00    ,11.00     ,18.00     ,3         ,10        ,0         ,0.38        ,0.2157    ,17.79     ,0             ,2023-11-30
9141,CF409C17200,210.00    ,220.00    ,220.00    ,220.00    ,220.00    ,229.00    ,10.00     ,19.00     ,3         ,9         ,0         ,0.33        ,0.1953    ,17.87     ,0             ,2023-11-30
9142,CF409C17400,184.00    ,194.00    ,194.00    ,194.00    ,194.00    ,200.00    ,10.00     ,16.00     ,3         ,39        ,0         ,0.29        ,0.1751    ,17.97     ,0             ,2023-11-30
9143,CF409C17600,163.00    ,170.00    ,170.00    ,170.00    ,170.00    ,178.00    ,7.00      ,15.00     ,6         ,54        ,6         ,0.51        ,0.1586    ,18.06     ,0             ,2023-11-30
9144,CF409C17800,142.00    ,151.00    ,154.00    ,149.00    ,149.00    ,158.00    ,7.00      ,16.00     ,7         ,74        ,4         ,0.53        ,0.1429    ,18.16     ,0             ,2023-11-30
9145,CF409C18000,125.00    ,132.00    ,132.00    ,132.00    ,132.00    ,137.00    ,7.00      ,12.00     ,3         ,316       ,0         ,0.20        ,0.1274    ,18.26     ,0             ,2023-11-30
9146,CF409C18200,110.00    ,115.00    ,124.00    ,115.00    ,121.00    ,123.00    ,11.00     ,13.00     ,43        ,151       ,14        ,2.59        ,0.1154    ,18.37     ,0             ,2023-11-30
9147,CF409C18400,95.00     ,102.00    ,109.00    ,102.00    ,107.00    ,109.00    ,12.00     ,14.00     ,51        ,268       ,6         ,2.71        ,0.1039    ,18.48     ,0             ,2023-11-30
9148,CF409P13400,285.00    ,278.00    ,278.00    ,273.00    ,274.00    ,272.00    ,-11.00    ,-13.00    ,30        ,21        ,21        ,4.14        ,-0.2007   ,17.78     ,0             ,2023-11-30
9149,CF409P13600,337.00    ,327.00    ,327.00    ,327.00    ,327.00    ,321.00    ,-10.00    ,-16.00    ,6         ,31        ,6         ,0.98        ,-0.2287   ,17.69     ,0             ,2023-11-30
9150,CF409P13800,400.00    ,392.00    ,392.00    ,392.00    ,392.00    ,376.00    ,-8.00     ,-24.00    ,3         ,32        ,3         ,0.59        ,-0.2586   ,17.61     ,0             ,2023-11-30
9151,CF409P14000,465.00    ,457.00    ,457.00    ,391.00    ,391.00    ,438.00    ,-74.00    ,-27.00    ,7         ,91        ,4         ,1.57        ,-0.2905   ,17.54     ,0             ,2023-11-30
9152,CF409P14200,542.00    ,0.00      ,0.00      ,0.00      ,0.00      ,507.00    ,-35.00    ,-35.00    ,0         ,163       ,0         ,0.00        ,-0.3236   ,17.48     ,0             ,2023-11-30
9153,CF409P14400,623.00    ,0.00      ,0.00      ,0.00      ,0.00      ,585.00    ,-38.00    ,-38.00    ,0         ,24        ,0         ,0.00        ,-0.3584   ,17.43     ,0             ,2023-11-30
9154,CF409P14600,715.00    ,0.00      ,0.00      ,0.00      ,0.00      ,668.00    ,-47.00    ,-47.00    ,0         ,9         ,0         ,0.00        ,-0.3937   ,17.40     ,0             ,2023-11-30
9155,CF409P14800,811.00    ,0.00      ,0.00      ,0.00      ,0.00      ,763.00    ,-48.00    ,-48.00    ,0         ,4         ,0         ,0.00        ,-0.4298   ,17.38     ,0             ,2023-11-30
9156,CF409P15000,918.00    ,0.00      ,0.00      ,0.00      ,0.00      ,860.00    ,-58.00    ,-58.00    ,0         ,2         ,0         ,0.00        ,-0.4661   ,17.37     ,0             ,2023-11-30
9157,CF409P15200,"1,030.00  ",0.00      ,0.00      ,0.00      ,0.00      ,972.00    ,-58.00    ,-58.00    ,0         ,15        ,0         ,0.00        ,-0.5019   ,17.37     ,0             ,2023-11-30
9158,CF409P15400,"1,149.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,084.00  ",-65.00    ,-65.00    ,0         ,9         ,0         ,0.00        ,-0.5378   ,17.38     ,0             ,2023-11-30
9159,CF409P15600,"1,278.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,210.00  ",-68.00    ,-68.00    ,0         ,6         ,0         ,0.00        ,-0.5719   ,17.40     ,0             ,2023-11-30
9160,CF409P15800,"1,408.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,339.00  ",-69.00    ,-69.00    ,0         ,9         ,0         ,0.00        ,-0.6058   ,17.43     ,0             ,2023-11-30
9161,CF409P16000,"1,551.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,476.00  ",-75.00    ,-75.00    ,0         ,9         ,0         ,0.00        ,-0.6378   ,17.47     ,0             ,2023-11-30
9162,CF409P16200,"1,695.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,620.00  ",-75.00    ,-75.00    ,0         ,6         ,0         ,0.00        ,-0.6683   ,17.52     ,0             ,2023-11-30
9163,CF409P16400,"1,847.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,766.00  ",-81.00    ,-81.00    ,0         ,7         ,0         ,0.00        ,-0.6982   ,17.58     ,0             ,2023-11-30
9164,CF409P16600,"2,003.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,923.00  ",-80.00    ,-80.00    ,0         ,6         ,0         ,0.00        ,-0.7246   ,17.64     ,0             ,2023-11-30
9165,CF409P16800,"2,162.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,080.00  ",-82.00    ,-82.00    ,0         ,6         ,0         ,0.00        ,-0.7509   ,17.71     ,0             ,2023-11-30
9166,CF409P17000,"2,330.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,244.00  ",-86.00    ,-86.00    ,0         ,0         ,0         ,0.00        ,-0.7744   ,17.79     ,0             ,2023-11-30
9167,CF409P17200,"2,498.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,413.00  ",-85.00    ,-85.00    ,0         ,3         ,0         ,0.00        ,-0.7962   ,17.87     ,0             ,2023-11-30
9168,CF409P17400,"2,670.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,582.00  ",-88.00    ,-88.00    ,0         ,0         ,0         ,0.00        ,-0.8178   ,17.97     ,0             ,2023-11-30
9169,CF409P17600,"2,847.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,759.00  ",-88.00    ,-88.00    ,0         ,0         ,0         ,0.00        ,-0.8357   ,18.06     ,0             ,2023-11-30
9170,CF409P17800,"3,025.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,936.00  ",-89.00    ,-89.00    ,0         ,0         ,0         ,0.00        ,-0.8530   ,18.16     ,0             ,2023-11-30
9171,CF409P18000,"3,207.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,115.00  ",-92.00    ,-92.00    ,0         ,0         ,0         ,0.00        ,-0.8701   ,18.26     ,0             ,2023-11-30
9172,CF409P18200,"3,392.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,300.00  ",-92.00    ,-92.00    ,0         ,3         ,0         ,0.00        ,-0.8837   ,18.37     ,0             ,2023-11-30
9173,CF409P18400,"3,577.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,485.00  ",-92.00    ,-92.00    ,0         ,2         ,0         ,0.00        ,-0.8970   ,18.48     ,0             ,2023-11-30
9174,CF401C12600,"2,615.00  ","4,057.00  ","4,057.00  ","2,663.00  ","2,663.00  ","2,635.00  ",48.00     ,20.00     ,2         ,0         ,0         ,3.36        ,1.0000    ,31.89     ,0             ,2023-12-01
9175,CF401C12800,"2,415.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,435.00  ",20.00     ,20.00     ,0         ,3         ,0         ,0.00        ,1.0000    ,30.66     ,0             ,2023-12-01
9176,CF401C13000,"2,215.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,235.00  ",20.00     ,20.00     ,0         ,5         ,0         ,0.00        ,1.0000    ,29.42     ,0             ,2023-12-01
9177,CF401C13200,"2,015.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,035.00  ",20.00     ,20.00     ,0         ,12        ,0         ,0.00        ,0.9991    ,28.14     ,0             ,2023-12-01
9178,CF401C13400,"1,816.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,835.00  ",19.00     ,19.00     ,0         ,9         ,0         ,0.00        ,0.9972    ,26.83     ,0             ,2023-12-01
9179,CF401C13600,"1,616.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,636.00  ",20.00     ,20.00     ,0         ,6         ,0         ,0.00        ,0.9943    ,25.50     ,0             ,2023-12-01
9180,CF401C13800,"1,418.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,437.00  ",19.00     ,19.00     ,0         ,7         ,0         ,0.00        ,0.9895    ,24.12     ,0             ,2023-12-01
9181,CF401C14000,"1,222.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,239.00  ",17.00     ,17.00     ,0         ,107       ,0         ,0.00        ,0.9815    ,22.71     ,0             ,2023-12-01
9182,CF401C14200,"1,027.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,042.00  ",15.00     ,15.00     ,0         ,122       ,0         ,0.00        ,0.9680    ,21.28     ,0             ,2023-12-01
9183,CF401C14400,838.00    ,874.00    ,893.00    ,724.00    ,838.00    ,848.00    ,0.00      ,10.00     ,196       ,361       ,-36       ,81.41       ,0.9441    ,19.82     ,0             ,2023-12-01
9184,CF401C14600,656.00    ,685.00    ,702.00    ,538.00    ,572.00    ,658.00    ,-84.00    ,2.00      ,213       ,522       ,-23       ,68.86       ,0.9021    ,18.37     ,0             ,2023-12-01
9185,CF401C14800,486.00    ,509.00    ,535.00    ,365.00    ,457.00    ,478.00    ,-29.00    ,-8.00     ,240       ,507       ,52        ,54.80       ,0.8299    ,17.00     ,0             ,2023-12-01
9186,CF401C15000,334.00    ,346.00    ,383.00    ,221.00    ,308.00    ,315.00    ,-26.00    ,-19.00    ,"1,288     ","1,502     ",-179      ,191.66      ,0.7102    ,15.85     ,0             ,2023-12-01
9187,CF401C15200,210.00    ,199.00    ,253.00    ,121.00    ,183.00    ,185.00    ,-27.00    ,-25.00    ,"7,027     ","3,170     ",-92       ,596.71      ,0.5384    ,15.13     ,0             ,2023-12-01
9188,CF401C15400,118.00    ,118.00    ,146.00    ,59.00     ,95.00     ,97.00     ,-23.00    ,-21.00    ,"15,649    ","4,238     ",-262      ,753.31      ,0.3513    ,15.12     ,0             ,2023-12-01
9189,CF401C15600,61.00     ,66.00     ,75.00     ,27.00     ,45.00     ,51.00     ,-16.00    ,-10.00    ,"25,099    ","6,375     ",29        ,560.61      ,0.2085    ,15.87     ,0             ,2023-12-01
9190,CF401C15800,31.00     ,32.00     ,38.00     ,12.00     ,21.00     ,29.00     ,-10.00    ,-2.00     ,"27,200    ","10,693    ","1,409     ",276.62      ,0.1233    ,17.16     ,0             ,2023-12-01
9191,CF401C16000,17.00     ,16.00     ,20.00     ,6.00      ,11.00     ,18.00     ,-6.00     ,1.00      ,"18,390    ","20,913    ",183       ,103.23      ,0.0761    ,18.71     ,0             ,2023-12-01
9192,CF401C16200,11.00     ,7.00      ,9.00      ,3.00      ,4.00      ,11.00     ,-7.00     ,0.00      ,"11,556    ","16,799    ","-1,615    ",28.86       ,0.0493    ,20.33     ,0             ,2023-12-01
9193,CF401C16400,8.00      ,4.00      ,6.00      ,3.00      ,4.00      ,8.00      ,-4.00     ,0.00      ,"7,693     ","15,405    ",-764      ,16.63       ,0.0328    ,21.92     ,0             ,2023-12-01
9194,CF401C16600,6.00      ,4.00      ,5.00      ,4.00      ,4.00      ,5.00      ,-2.00     ,-1.00     ,"3,339     ","11,642    ","-1,708    ",7.02        ,0.0223    ,23.46     ,0             ,2023-12-01
9195,CF401C16800,5.00      ,4.00      ,5.00      ,2.00      ,3.00      ,4.00      ,-2.00     ,-1.00     ,"4,041     ","6,215     ","-1,138    ",7.47        ,0.0157    ,24.93     ,0             ,2023-12-01
9196,CF401C17000,4.00      ,2.00      ,3.00      ,1.00      ,2.00      ,3.00      ,-2.00     ,-1.00     ,"5,097     ","21,248    ","-1,592    ",5.10        ,0.0113    ,26.33     ,0             ,2023-12-01
9197,CF401C17200,3.00      ,2.00      ,3.00      ,1.00      ,2.00      ,2.00      ,-1.00     ,-1.00     ,"3,787     ","7,973     ",-439      ,4.11        ,0.0079    ,27.66     ,0             ,2023-12-01
9198,CF401C17400,3.00      ,1.00      ,2.00      ,1.00      ,1.00      ,1.00      ,-2.00     ,-2.00     ,251       ,"4,138     ",-34       ,0.19        ,0.0059    ,28.93     ,0             ,2023-12-01
9199,CF401C17600,2.00      ,2.00      ,5.00      ,1.00      ,3.00      ,1.00      ,1.00      ,-1.00     ,728       ,"8,606     ",-461      ,0.67        ,0.0042    ,30.14     ,0             ,2023-12-01
9200,CF401C17800,2.00      ,2.00      ,3.00      ,1.00      ,3.00      ,1.00      ,1.00      ,-1.00     ,524       ,"6,302     ",-96       ,0.42        ,0.0032    ,31.30     ,0             ,2023-12-01
