,合约系列,成交量,持仓量,持仓量变化,成交额,行权量,隐含波动率,date
2393,al2211                        ,10537,15842,1529,1396.035,0,0.208013,2022-09-19
2394,al2212                        ,1071,1452,513,229.198,0,0.228855,2022-09-19
2395,al2301                        ,69,508,2,11.408,0,0.229919,2022-09-19
2396,小计,67023,65840,1974,4996.0275,23,,2022-09-19
2397,al2210                        ,42518,48158,120,2544.3145,0,0.21339,2022-09-20
2398,al2211                        ,4257,16029,187,564.202,0,0.213228,2022-09-20
2399,al2212                        ,213,1466,14,56.506,0,0.23457,2022-09-20
2400,al2301                        ,6,505,-3,1.109,0,0.209838,2022-09-20
2401,小计,46994,66158,318,3166.1315,0,,2022-09-20
2402,al2210                        ,59958,49846,1688,3066.736,0,0.202511,2022-09-21
2403,al2211                        ,8325,16584,555,960.0895,0,0.205157,2022-09-21
2404,al2212                        ,1625,2013,547,307.798,0,0.223385,2022-09-21
2405,al2301                        ,134,535,30,12.127,0,0.216155,2022-09-21
2406,小计,70042,68978,2820,4346.7505,0,,2022-09-21
2407,al2210                        ,68250,50520,674,3272.3005,130,0.196675,2022-09-22
2408,al2211                        ,11927,17888,1304,1511.2535,0,0.211362,2022-09-22
2409,al2212                        ,834,2230,217,164.001,0,0.233244,2022-09-22
2410,al2301                        ,229,536,1,20.478,0,0.233169,2022-09-22
2411,小计,81240,71174,2196,4968.033,130,,2022-09-22
2412,al2210                        ,53374,49572,-948,1976.6135,80,0.155651,2022-09-23
2413,al2211                        ,8766,19231,1343,811.69,0,0.212564,2022-09-23
2414,al2212                        ,937,2519,289,201.0855,0,0.223371,2022-09-23
2415,al2301                        ,104,570,34,9.4215,0,0.235235,2022-09-23
2416,小计,63181,71892,718,2998.8105,80,,2022-09-23
2417,al2210                        ,70520,0,-49572,2307.532,8673,0.196074,2022-09-26
2418,al2211                        ,20961,21349,2118,2232.3485,0,0.236998,2022-09-26
2419,al2212                        ,1280,2832,313,300.2725,0,0.246173,2022-09-26
2420,al2301                        ,162,594,24,46.065,0,0.225772,2022-09-26
2421,小计,92923,24775,-47117,4886.218,8673,,2022-09-26
2422,al2211                        ,24540,24539,3190,2591.7935,0,0.231173,2022-09-27
2423,al2212                        ,2748,3477,645,524.04,0,0.247016,2022-09-27
2424,al2301                        ,49,623,29,17.7645,0,0.24576,2022-09-27
2425,小计,27337,28639,3864,3133.598,0,,2022-09-27
2426,al2211                        ,30130,27356,2817,3495.5625,0,0.235061,2022-09-28
2427,al2212                        ,4154,4785,1308,996.246,0,0.254834,2022-09-28
2428,al2301                        ,40,656,33,3.343,0,0.272067,2022-09-28
2429,小计,34324,32797,4158,4495.1515,0,,2022-09-28
2430,al2211                        ,21350,29555,2199,2070.7425,0,0.223118,2022-09-29
2431,al2212                        ,1820,4617,-168,310.673,0,0.237763,2022-09-29
2432,al2301                        ,289,830,174,91.4615,0,0.252872,2022-09-29
2433,al2302                        ,77,66,66,13.1205,0,0.233342,2022-09-29
2434,小计,23536,35068,2271,2485.9975,0,,2022-09-29
2435,al2211                        ,30826,32190,2635,2848.6235,0,0.214839,2022-09-30
2436,al2212                        ,2613,4965,348,404.4455,0,0.232435,2022-09-30
2437,al2301                        ,52,867,37,7.5465,0,0.249673,2022-09-30
2438,al2302                        ,98,136,70,25.704,0,0.227391,2022-09-30
2439,小计,33589,38158,3090,3286.3195,0,,2022-09-30
2440,al2211                        ,14562,32468,278,882.7435,42,0.207974,2022-10-10
2441,al2212                        ,2080,5310,345,311.0285,0,0.22818,2022-10-10
2442,al2301                        ,89,838,-29,6.705,0,0.26051,2022-10-10
2443,al2302                        ,99,209,73,19.4185,0,0.218509,2022-10-10
2444,小计,16830,38825,667,1219.8955,42,,2022-10-10
2445,al2211                        ,19645,33411,943,1414.1815,0,0.199055,2022-10-11
2446,al2212                        ,1497,5862,552,173.637,0,0.226802,2022-10-11
2447,al2301                        ,50,860,22,5.464,0,0.229815,2022-10-11
2448,al2302                        ,36,212,3,3.3625,0,0.225018,2022-10-11
2449,小计,21228,40345,1520,1596.645,0,,2022-10-11
2450,al2211                        ,21501,34545,1134,1236.9585,12,0.197287,2022-10-12
2451,al2212                        ,1627,6387,525,223.3535,0,0.217471,2022-10-12
2452,al2301                        ,62,895,35,8.154,0,0.222985,2022-10-12
2453,al2302                        ,59,191,-21,6.807,0,0.204531,2022-10-12
2454,小计,23249,42018,1673,1475.273,12,,2022-10-12
2455,al2211                        ,38305,36566,2021,2614.5835,0,0.201868,2022-10-13
2456,al2212                        ,3251,6914,527,478.522,0,0.217294,2022-10-13
2457,al2301                        ,26,898,3,4.0695,0,0.220218,2022-10-13
2458,al2302                        ,37,193,2,3.981,0,0.207283,2022-10-13
2459,小计,41619,44571,2553,3101.156,0,,2022-10-13
2460,al2211                        ,56228,37620,1054,3626.1145,1,0.186255,2022-10-14
2461,al2212                        ,6000,7765,851,919.1135,0,0.207514,2022-10-14
2462,al2301                        ,50,934,36,7.0385,0,0.212501,2022-10-14
2463,al2302                        ,60,235,42,7.988,0,0.203929,2022-10-14
2464,al2303                        ,112,82,82,16.679,0,0.212249,2022-10-14
2465,小计,62450,46636,2065,4576.9335,1,,2022-10-14
2466,al2211                        ,50513,38087,467,2704.2355,0,0.20474,2022-10-17
2467,al2212                        ,7071,9435,1670,876.34,0,0.205951,2022-10-17
2468,al2301                        ,43,960,26,12.333,0,0.195651,2022-10-17
2469,al2302                        ,10,231,-4,1.1395,0,0.200983,2022-10-17
2470,al2303                        ,12,91,9,1.0875,0,0.19225,2022-10-17
2471,小计,57649,48804,2168,3595.1355,0,,2022-10-17
2472,al2211                        ,38707,39946,1859,2042.544,0,0.205602,2022-10-18
2473,al2212                        ,9296,11346,1911,1079.234,0,0.205813,2022-10-18
2474,al2301                        ,932,1430,470,150.1195,0,0.219702,2022-10-18
2475,al2302                        ,1,231,0,0.0335,0,0.206897,2022-10-18
2476,al2303                        ,12,97,6,1.1045,0,0.204949,2022-10-18
2477,小计,48948,53050,4246,3273.0355,0,,2022-10-18
2478,al2211                        ,41715,42914,2968,1682.718,1,0.202418,2022-10-19
2479,al2212                        ,5179,13098,1752,656.3095,0,0.20278,2022-10-19
2480,al2301                        ,391,1609,179,60.4865,0,0.206344,2022-10-19
2481,al2302                        ,15,225,-6,1.154,0,0.198745,2022-10-19
2482,al2303                        ,53,123,26,6.003,0,0.203995,2022-10-19
2483,小计,47353,57969,4919,2406.671,1,,2022-10-19
2484,al2211                        ,40014,43685,771,1705.4625,0,0.185792,2022-10-20
2485,al2212                        ,5400,13865,767,548.458,0,0.19798,2022-10-20
2486,al2301                        ,326,1577,-32,52.5175,0,0.208744,2022-10-20
2487,al2302                        ,15,224,-1,1.0365,0,0.196078,2022-10-20
2488,al2303                        ,89,143,20,13.8885,0,0.206386,2022-10-20
2489,小计,45844,59494,1525,2321.363,0,,2022-10-20
2490,al2211                        ,71098,45230,1545,3003.871,0,0.173608,2022-10-21
2491,al2212                        ,10002,14507,642,1120.124,0,0.192811,2022-10-21
2492,al2301                        ,461,1829,252,59.621,0,0.198295,2022-10-21
2493,al2302                        ,26,222,-2,1.7945,0,0.207631,2022-10-21
2494,al2303                        ,23,161,18,2.61,0,0.201314,2022-10-21
2495,小计,81610,61949,2455,4188.0205,0,,2022-10-21
2496,al2211                        ,75291,43840,-1390,2295.888,51,0.22334,2022-10-24
2497,al2212                        ,9395,16869,2362,1014.5485,0,0.190812,2022-10-24
2498,al2301                        ,554,2151,322,84.2125,0,0.195176,2022-10-24
2499,al2302                        ,59,247,25,7.2625,0,0.206718,2022-10-24
2500,al2303                        ,23,179,18,1.297,0,0.21814,2022-10-24
2501,小计,85322,63286,1337,3403.2085,51,,2022-10-24
2502,al2211                        ,58769,0,-43840,1252.0445,6870,0.136688,2022-10-25
2503,al2212                        ,11896,19480,2611,1135.5435,0,0.1843,2022-10-25
2504,al2301                        ,627,2451,300,110.268,0,0.195591,2022-10-25
2505,al2302                        ,61,300,53,3.81,0,0.214434,2022-10-25
2506,al2303                        ,11,190,11,0.495,0,0.217542,2022-10-25
2507,小计,71364,22421,-40865,2502.161,6870,,2022-10-25
2508,al2212                        ,23032,24111,4631,2062.265,0,0.181661,2022-10-26
2509,al2301                        ,926,2591,140,111.716,0,0.211406,2022-10-26
2510,al2302                        ,44,325,25,5.418,0,0.19065,2022-10-26
2511,al2303                        ,18,206,16,1.117,0,0.187346,2022-10-26
2512,小计,24020,27233,4812,2180.516,0,,2022-10-26
2513,al2212                        ,23930,26706,2595,2060.6485,0,0.175582,2022-10-27
2514,al2301                        ,1594,2799,208,190.47,0,0.195381,2022-10-27
2515,al2302                        ,82,359,34,11.41,0,0.186152,2022-10-27
2516,al2303                        ,57,258,52,5.2465,0,0.192347,2022-10-27
2517,小计,25663,30122,2889,2267.775,0,,2022-10-27
2518,al2212                        ,38513,29712,3006,3169.473,0,0.182612,2022-10-28
2519,al2301                        ,2917,3871,1072,356.8015,0,0.19038,2022-10-28
2520,al2302                        ,51,397,38,4.404,0,0.187018,2022-10-28
2521,al2303                        ,118,324,66,10.0715,0,0.187238,2022-10-28
2522,小计,41599,34304,4182,3540.75,0,,2022-10-28
2523,al2212                        ,46127,32036,2324,5131.5825,3,0.211646,2022-10-31
2524,al2301                        ,6717,5623,1752,1038.1545,0,0.210721,2022-10-31
2525,al2302                        ,177,475,78,18.764,0,0.199533,2022-10-31
2526,al2303                        ,175,333,9,24.4805,0,0.202949,2022-10-31
2527,小计,53196,38467,4163,6212.9815,3,,2022-10-31
2528,al2212                        ,42945,32612,576,4084.279,0,0.209592,2022-11-01
2529,al2301                        ,5750,6468,845,878.892,0,0.210255,2022-11-01
2530,al2302                        ,41,489,14,9.463,0,0.202468,2022-11-01
2531,al2303                        ,46,355,22,5.1555,0,0.212379,2022-11-01
2532,小计,48782,39924,1457,4977.7895,0,,2022-11-01
2533,al2212                        ,29437,35249,2637,2375.517,0,0.210309,2022-11-02
2534,al2301                        ,1053,6541,73,149.4845,0,0.209617,2022-11-02
2535,al2302                        ,29,494,5,3.7695,0,0.21213,2022-11-02
2536,al2303                        ,42,375,20,7.891,0,0.203367,2022-11-02
2537,小计,30561,42659,2735,2536.662,0,,2022-11-02
2538,al2212                        ,35512,36908,1659,2758.0135,0,0.203919,2022-11-03
2539,al2301                        ,3662,7892,1351,546.795,0,0.201374,2022-11-03
2540,al2302                        ,45,508,14,3.854,0,0.206436,2022-11-03
2541,al2303                        ,188,472,97,22.7795,0,0.204836,2022-11-03
2542,小计,39407,45780,3121,3331.442,0,,2022-11-03
2543,al2212                        ,35189,37306,398,2626.79,0,0.194883,2022-11-04
2544,al2301                        ,4810,8948,1056,632.501,0,0.19226,2022-11-04
2545,al2302                        ,71,524,16,10.4475,0,0.188625,2022-11-04
2546,al2303                        ,34,471,-1,3.4585,0,0.202297,2022-11-04
2547,小计,40104,47249,1469,3273.197,0,,2022-11-04
2548,al2212                        ,43630,38591,1285,2774.487,0,0.191952,2022-11-07
2549,al2301                        ,8297,10484,1536,1164.2755,0,0.183059,2022-11-07
2550,al2302                        ,195,623,99,26.031,0,0.18636,2022-11-07
2551,al2303                        ,112,540,69,14.5485,0,0.186379,2022-11-07
2552,小计,52234,50238,2989,3979.342,0,,2022-11-07
2553,al2212                        ,33378,38772,181,2221.169,1,0.1812,2022-11-08
2554,al2301                        ,4176,10675,191,455.704,0,0.187426,2022-11-08
2555,al2302                        ,243,713,90,14.43,0,0.202747,2022-11-08
2556,al2303                        ,53,542,2,3.3065,0,0.199559,2022-11-08
2557,小计,37850,50702,464,2694.6095,1,,2022-11-08
2558,al2212                        ,43516,41179,2407,3003.337,0,0.18489,2022-11-09
2559,al2301                        ,3329,11165,490,491.162,0,0.183709,2022-11-09
2560,al2302                        ,37,701,-12,2.789,0,0.175538,2022-11-09
2561,al2303                        ,9,550,8,1.0045,0,0.182361,2022-11-09
2562,小计,46891,53595,2893,3498.2925,0,,2022-11-09
2563,al2212                        ,37235,41248,69,2288.6605,0,0.184234,2022-11-10
2564,al2301                        ,5686,12783,1618,833.2315,0,0.181179,2022-11-10
2565,al2302                        ,444,1036,335,93.703,0,0.169865,2022-11-10
2566,al2303                        ,1,551,1,0.29,0,0.186572,2022-11-10
2567,小计,43366,55618,2023,3215.885,0,,2022-11-10
2568,al2212                        ,53445,42003,755,3429.506,0,0.181844,2022-11-11
2569,al2301                        ,8971,14300,1517,1156.2165,1,0.178192,2022-11-11
2570,al2302                        ,752,1686,650,185.21,0,0.166153,2022-11-11
2571,al2303                        ,164,653,102,29.7135,0,0.177113,2022-11-11
2572,小计,63332,58642,3024,4800.646,1,,2022-11-11
2573,al2212                        ,80680,46621,4618,5720.1975,3,0.219549,2022-11-14
2574,al2301                        ,13230,15445,1145,1766.143,3,0.190107,2022-11-14
2575,al2302                        ,442,1907,221,80.1855,0,0.180201,2022-11-14
2576,al2303                        ,250,712,59,16.546,0,0.180945,2022-11-14
2577,小计,94602,64685,6043,7583.072,6,,2022-11-14
2578,al2212                        ,47523,47815,1194,2947.415,0,0.216902,2022-11-15
2579,al2301                        ,6821,16552,1107,863.3845,0,0.190337,2022-11-15
2580,al2302                        ,134,1950,43,24.571,0,0.177893,2022-11-15
2581,al2303                        ,103,753,41,15.538,0,0.179973,2022-11-15
2582,小计,54581,67070,2385,3850.9085,0,,2022-11-15
2583,al2212                        ,63762,46576,-1239,4398.046,0,0.209911,2022-11-16
2584,al2301                        ,7622,17579,1027,868.6255,0,0.189972,2022-11-16
2585,al2302                        ,1549,2534,584,346.845,0,0.17856,2022-11-16
2586,al2303                        ,66,782,29,6.227,0,0.180152,2022-11-16
2587,小计,72999,67471,401,5619.7435,0,,2022-11-16
2588,al2212                        ,58064,48767,2191,3066.5595,1,0.199479,2022-11-17
2589,al2301                        ,7685,18201,622,634.75,0,0.196257,2022-11-17
2590,al2302                        ,572,2790,256,99.7335,0,0.176368,2022-11-17
2591,al2303                        ,103,836,54,17.9985,0,0.172039,2022-11-17
2592,小计,66424,70594,3123,3819.0415,1,,2022-11-17
2593,al2212                        ,74056,51186,2419,3949.3905,0,0.197189,2022-11-18
2594,al2301                        ,12786,20189,1988,1574.726,0,0.183515,2022-11-18
2595,al2302                        ,2497,3703,913,375.8515,0,0.177728,2022-11-18
2596,al2303                        ,8,841,5,0.4425,0,0.19421,2022-11-18
2597,小计,89347,75919,5325,5900.4105,0,,2022-11-18
2598,al2212                        ,67631,47869,-3317,3129.4665,163,0.215355,2022-11-21
2599,al2301                        ,15763,23436,3247,1792.172,1,0.179719,2022-11-21
2600,al2302                        ,1343,4049,346,253.7405,0,0.173772,2022-11-21
2601,al2303                        ,126,944,103,2.3975,0,0.111025,2022-11-21
2602,小计,84863,76298,379,5177.7765,164,,2022-11-21
2603,al2212                        ,57034,47881,12,1958.526,25,0.203007,2022-11-22
2604,al2301                        ,10990,25389,1953,1225.862,0,0.175893,2022-11-22
2605,al2302                        ,1228,4526,477,194.77,0,0.172619,2022-11-22
2606,al2303                        ,57,965,21,6.06,0,0.153453,2022-11-22
2607,小计,69309,78761,2463,3385.218,25,,2022-11-22
2608,al2212                        ,75422,48685,804,3013.0895,22,0.202227,2022-11-23
2609,al2301                        ,13148,28467,3078,1664.557,0,0.171812,2022-11-23
2610,al2302                        ,1132,4846,320,158.469,0,0.170908,2022-11-23
2611,al2303                        ,23,960,-5,2.4525,0,0.174389,2022-11-23
2612,小计,89725,82958,4197,4838.568,22,,2022-11-23
2613,al2212                        ,60981,0,-48685,1419.6695,12589,0.154198,2022-11-24
2614,al2301                        ,15220,30839,2372,1771.199,0,0.167615,2022-11-24
2615,al2302                        ,956,5118,272,151.2765,0,0.168502,2022-11-24
2616,al2303                        ,21,956,-4,2.5875,0,0.168271,2022-11-24
2617,小计,77178,36913,-46045,3344.7325,12589,,2022-11-24
2618,al2301                        ,23499,33260,2421,2387.013,0,0.165971,2022-11-25
2619,al2302                        ,7011,7772,2654,1171.6725,0,0.158435,2022-11-25
2620,al2303                        ,926,1365,409,185.614,0,0.175142,2022-11-25
2621,小计,31436,42397,5484,3744.2995,0,,2022-11-25
2622,al2301                        ,39978,37048,3788,4543.8885,1,0.17639,2022-11-28
2623,al2302                        ,6487,8194,422,1080.6025,0,0.172025,2022-11-28
2624,al2303                        ,133,1413,48,25.447,0,0.18587,2022-11-28
2625,小计,46598,46655,4258,5649.938,1,,2022-11-28
2626,al2301                        ,33814,40520,3472,3057.3615,0,0.173005,2022-11-29
2627,al2302                        ,5922,9425,1231,740.2345,0,0.168934,2022-11-29
2628,al2303                        ,28,1422,9,4.2435,0,0.17463,2022-11-29
2629,al2304                        ,126,112,112,16.937,0,0.188205,2022-11-29
2630,小计,39890,51479,4824,3818.7765,0,,2022-11-29
2631,al2301                        ,26955,40431,-89,2193.262,0,0.16828,2022-11-30
2632,al2302                        ,6355,10934,1509,786.505,0,0.162217,2022-11-30
2633,al2303                        ,211,1474,52,18.0805,0,0.182256,2022-11-30
2634,al2304                        ,107,200,88,7.2765,0,0.188863,2022-11-30
2635,小计,33628,53039,1560,3005.124,0,,2022-11-30
2636,al2301                        ,49939,44542,4111,4000.098,60,0.167235,2022-12-01
2637,al2302                        ,3909,11428,494,608.705,0,0.169545,2022-12-01
2638,al2303                        ,106,1497,23,17.5815,0,0.190211,2022-12-01
2639,al2304                        ,106,261,61,11.3505,0,0.183637,2022-12-01
2640,小计,54060,57728,4689,4637.735,60,,2022-12-01
2641,al2301                        ,33391,46265,1723,2990.256,0,0.16535,2022-12-02
2642,al2302                        ,6340,13015,1587,996.0515,0,0.158878,2022-12-02
2643,al2303                        ,83,1535,38,7.0915,0,0.214834,2022-12-02
2644,al2304                        ,79,327,66,8.815,0,0.176488,2022-12-02
2645,小计,39893,61142,3414,4002.214,0,,2022-12-02
2646,al2301                        ,37698,48851,2586,2971.389,0,0.17389,2022-12-05
2647,al2302                        ,4652,13897,882,660.4735,0,0.158554,2022-12-05
2648,al2303                        ,174,1606,71,18.1005,0,0.212323,2022-12-05
2649,al2304                        ,80,399,72,7.3195,0,0.177316,2022-12-05
2650,小计,42604,64753,3611,3657.2825,0,,2022-12-05
2651,al2301                        ,29909,48858,7,2043.0165,0,0.171167,2022-12-06
2652,al2302                        ,3961,15037,1140,462.149,0,0.157455,2022-12-06
2653,al2303                        ,219,1654,48,19.9285,0,0.202225,2022-12-06
2654,al2304                        ,78,464,65,6.6715,0,0.187714,2022-12-06
2655,小计,34167,66013,1260,2531.7655,0,,2022-12-06
2656,al2301                        ,41741,49428,570,2852.765,0,0.166386,2022-12-07
2657,al2302                        ,6305,15884,847,764.608,0,0.157504,2022-12-07
2658,al2303                        ,207,1676,22,20.383,0,0.192191,2022-12-07
2659,al2304                        ,88,539,75,7.8245,0,0.179608,2022-12-07
2660,al2305                        ,65,55,55,9.4745,0,0.174225,2022-12-07
2661,小计,48406,67582,1569,3655.055,0,,2022-12-07
2662,al2301                        ,35598,50140,712,2276.9445,0,0.162022,2022-12-08
2663,al2302                        ,2373,15904,20,298.9655,0,0.157895,2022-12-08
2664,al2303                        ,168,1725,49,10.473,0,0.20655,2022-12-08
2665,al2304                        ,26,563,24,0.821,0,0.188958,2022-12-08
2666,al2305                        ,28,75,20,5.787,0,0.179897,2022-12-08
2667,小计,38193,68407,825,2592.991,0,,2022-12-08
2668,al2301                        ,41111,52176,2036,2528.089,0,0.162239,2022-12-09
2669,al2302                        ,2923,16148,244,366.4335,0,0.159079,2022-12-09
2670,al2303                        ,213,1829,104,36.3015,0,0.199753,2022-12-09
2671,al2304                        ,57,610,47,1.8195,0,0.194073,2022-12-09
2672,al2305                        ,16,91,16,0.9765,0,0.18395,2022-12-09
2673,小计,44320,70854,2447,2933.62,0,,2022-12-09
2674,al2301                        ,63376,51429,-747,3859.0125,1,0.170427,2022-12-12
2675,al2302                        ,11068,17809,1661,1444.2575,0,0.162242,2022-12-12
2676,al2303                        ,102,1893,64,10.746,0,0.200836,2022-12-12
2677,al2304                        ,6,613,3,0.171,0,0.192618,2022-12-12
2678,al2305                        ,54,145,54,16.326,0,0.168213,2022-12-12
2679,小计,74606,71889,1035,5330.513,1,,2022-12-12
2680,al2301                        ,50397,55635,4206,3024.627,0,0.178898,2022-12-13
2681,al2302                        ,10093,19529,1720,1167.5285,0,0.156615,2022-12-13
2682,al2303                        ,178,2009,116,25.235,0,0.179048,2022-12-13
2683,al2304                        ,93,649,36,5.905,0,0.189075,2022-12-13
2684,al2305                        ,45,183,38,3.245,0,0.186429,2022-12-13
2685,小计,60806,78005,6116,4226.5405,0,,2022-12-13
2686,al2301                        ,33157,55547,-88,1845.836,0,0.170208,2022-12-14
2687,al2302                        ,6912,19685,156,756.453,0,0.149428,2022-12-14
2688,al2303                        ,96,2022,13,14.035,0,0.178359,2022-12-14
2689,al2304                        ,97,705,56,14.3345,0,0.172301,2022-12-14
2690,al2305                        ,46,226,43,8.9495,0,0.169858,2022-12-14
2691,小计,40308,78185,180,2639.608,0,,2022-12-14
2692,al2301                        ,31887,56770,1223,1587.805,44,0.158886,2022-12-15
2693,al2302                        ,3207,19921,236,311.499,0,0.14823,2022-12-15
2694,al2303                        ,81,2038,16,11.765,0,0.173411,2022-12-15
2695,al2304                        ,35,727,22,4.8395,0,0.166498,2022-12-15
2696,al2305                        ,15,235,9,2.1245,0,0.173802,2022-12-15
2697,小计,35225,79691,1506,1918.033,44,,2022-12-15
2698,al2301                        ,46705,56093,-677,2141.2045,33,0.156716,2022-12-16
2699,al2302                        ,7523,20176,255,813.6905,11,0.14647,2022-12-16
2700,al2303                        ,1142,2527,489,162.62,0,0.168533,2022-12-16
2701,al2304                        ,49,741,14,5.611,0,0.170509,2022-12-16
2702,al2305                        ,42,258,23,5.2055,0,0.169981,2022-12-16
2703,小计,55461,79795,104,3128.3315,44,,2022-12-16
2704,al2301                        ,50182,56681,588,2662.6325,0,0.166183,2022-12-19
2705,al2302                        ,9333,20234,58,880.285,0,0.161602,2022-12-19
2706,al2303                        ,3300,3309,782,420.5385,0,0.16826,2022-12-19
2707,al2304                        ,106,741,0,14.2745,0,0.175714,2022-12-19
2708,al2305                        ,138,299,41,20.3065,0,0.173475,2022-12-19
2709,小计,63059,81264,1469,3998.037,0,,2022-12-19
2710,al2301                        ,39922,56176,-505,1901.585,8,0.157598,2022-12-20
2711,al2302                        ,9405,20803,569,927.966,0,0.151685,2022-12-20
2712,al2303                        ,3476,4324,1015,429.9945,0,0.161348,2022-12-20
2713,al2304                        ,82,740,-1,5.6615,0,0.176142,2022-12-20
2714,al2305                        ,112,341,42,8.474,0,0.174618,2022-12-20
2715,小计,52997,82384,1120,3273.681,8,,2022-12-20
2716,al2301                        ,33679,53713,-2463,1137.2215,3,0.144388,2022-12-21
2717,al2302                        ,6946,20151,-652,591.665,0,0.145341,2022-12-21
2718,al2303                        ,1424,4806,482,226.976,0,0.156025,2022-12-21
2719,al2304                        ,53,763,23,5.491,0,0.16236,2022-12-21
2720,al2305                        ,144,431,90,9.679,0,0.170963,2022-12-21
2721,小计,42246,79864,-2520,1971.0325,3,,2022-12-21
2722,al2301                        ,29048,52063,-1650,1050.9175,267,0.125945,2022-12-22
2723,al2302                        ,11140,20235,84,799.4255,0,0.152739,2022-12-22
2724,al2303                        ,2142,4989,183,243.246,0,0.159399,2022-12-22
2725,al2304                        ,45,744,-19,4.0225,0,0.163187,2022-12-22
2726,al2305                        ,9,427,-4,0.9185,0,0.165709,2022-12-22
2727,小计,42384,78458,-1406,2098.53,267,,2022-12-22
2728,al2301                        ,25325,49906,-2157,699.361,169,0.118201,2022-12-23
2729,al2302                        ,4745,20373,138,433.3925,0,0.152264,2022-12-23
2730,al2303                        ,642,5084,95,132.8725,0,0.153826,2022-12-23
2731,al2304                        ,2,743,-1,0.0295,0,0.190149,2022-12-23
2732,al2305                        ,3,428,1,0.417,0,0.162924,2022-12-23
2733,小计,30717,76534,-1924,1266.0725,169,,2022-12-23
2734,al2301                        ,35972,0,-49906,770.1845,8788,0.106653,2022-12-26
2735,al2302                        ,12973,22130,1757,1011.2385,0,0.156631,2022-12-26
2736,al2303                        ,998,5081,-3,124.6125,0,0.159905,2022-12-26
2737,al2304                        ,112,738,-5,14.4345,0,0.168032,2022-12-26
2738,al2305                        ,131,485,57,29.225,0,0.167732,2022-12-26
2739,小计,50186,28434,-48100,1949.695,8788,,2022-12-26
2740,al2302                        ,31585,26482,4352,5266.1475,10,0.176832,2022-12-27
2741,al2303                        ,6472,6748,1667,1227.864,0,0.159309,2022-12-27
2742,al2304                        ,32,754,16,4.692,0,0.176792,2022-12-27
2743,al2305                        ,210,609,124,50.131,0,0.175654,2022-12-27
2744,小计,38299,34593,6159,6548.8345,10,,2022-12-27
2745,al2302                        ,32500,29748,3266,3694.9055,0,0.153477,2022-12-28
2746,al2303                        ,4219,7768,1020,691.9715,0,0.153113,2022-12-28
2747,al2304                        ,69,772,18,10.35,0,0.165063,2022-12-28
2748,al2305                        ,29,626,17,3.3375,0,0.169515,2022-12-28
2749,小计,36817,38914,4321,4400.5645,0,,2022-12-28
2750,al2302                        ,21595,29734,-14,1420.0455,8,0.145371,2022-12-29
2751,al2303                        ,2765,7540,-228,358.91,0,0.158575,2022-12-29
2752,al2304                        ,29,790,18,6.084,0,0.165705,2022-12-29
2753,al2305                        ,29,648,22,3.676,0,0.166172,2022-12-29
2754,小计,24418,38712,-202,1788.7155,8,,2022-12-29
2755,al2302                        ,16579,29726,-8,1285.8875,2,0.138975,2022-12-30
2756,al2303                        ,1172,7875,335,150.1455,0,0.156414,2022-12-30
2757,al2304                        ,29,809,19,5.207,0,0.16302,2022-12-30
2758,al2305                        ,6,654,6,0.2895,0,0.177608,2022-12-30
2759,小计,17786,39064,352,1441.5295,2,,2022-12-30
2760,al2302                        ,34173,30686,960,2056.644,1411,0.150321,2023-01-03
2761,al2303                        ,8289,9543,1668,1304.378,0,0.168621,2023-01-03
2762,al2304                        ,165,944,135,66.1875,0,0.169474,2023-01-03
2763,al2305                        ,39,687,33,8.714,0,0.164045,2023-01-03
2764,小计,42666,41860,2796,3435.9235,1411,,2023-01-03
2765,al2302                        ,50844,37035,6349,3102.76,45,0.163586,2023-01-04
2766,al2303                        ,12427,14756,5213,1895.8265,15,0.16722,2023-01-04
2767,al2304                        ,148,1064,120,44.4265,0,0.160976,2023-01-04
2768,al2305                        ,103,729,42,13.209,1,0.175963,2023-01-04
2769,小计,63522,53584,11724,5056.222,61,,2023-01-04
2770,al2302                        ,38237,38653,1618,2363.575,14,0.171958,2023-01-05
2771,al2303                        ,6285,16912,2156,593.0295,0,0.164403,2023-01-05
2772,al2304                        ,145,1130,66,14.773,0,0.188463,2023-01-05
2773,al2305                        ,85,758,29,4.0045,0,0.191804,2023-01-05
2774,al2306                        ,104,67,67,9.2745,0,0.174467,2023-01-05
2775,小计,44856,57520,3936,2984.6565,14,,2023-01-05
2776,al2302                        ,46170,39482,829,2977.107,862,0.165457,2023-01-06
2777,al2303                        ,8672,18738,1826,920.0455,0,0.15989,2023-01-06
2778,al2304                        ,179,1265,135,37.9665,0,0.170448,2023-01-06
2779,al2305                        ,47,777,19,3.405,0,0.178337,2023-01-06
2780,al2306                        ,93,129,62,9.735,0,0.171301,2023-01-06
2781,小计,55161,60391,2871,3948.259,862,,2023-01-06
2782,al2302                        ,63281,41750,2268,3229.1385,0,0.183696,2023-01-09
2783,al2303                        ,9058,18096,-642,770.1325,0,0.166108,2023-01-09
2784,al2304                        ,90,1299,34,10.4605,0,0.181793,2023-01-09
2785,al2305                        ,115,775,-2,3.4225,0,0.190134,2023-01-09
2786,al2306                        ,20,143,14,1.191,0,0.17964,2023-01-09
2787,小计,72564,62063,1672,4014.345,0,,2023-01-09
2788,al2302                        ,64152,39108,-2642,3171.9405,0,0.175694,2023-01-10
